,SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA
0,C1[C@@H]2CO[C@@H](O2)CC1=O,mol0,OK,128.12699999999998,0.09079999999999999,0,3,35.53
1,c1cc(c(cc1O)[C@H]2CCN2)Br,mol1,Filter9_metal > 0,228.08899999999997,2.1891,2,2,32.26
2,CCOC(=O)c1cc(ncc1C#N)C,mol2,OK,190.202,1.4384,0,4,62.98
3,Cc1ccccc1c2nc(on2)/C(=C/c3ccc(cc3)C#N)/C#N,mol3,OK,312.33200000000005,3.9808800000000026,0,5,86.5
4,c1ccc2c(c1)OCS2,mol4,OK,138.19099999999997,2.1286000000000005,0,2,9.23
5,c1csc(c1Br)[C@H](CC#N)N,mol5,Filter9_metal > 0,231.118,2.42408,1,3,49.81
6,COc1cccc(c1)N2CCCNCC2,mol6,OK,206.28899999999993,1.4949,1,3,24.5
7,Cc1ccc(c(c1)C)/C=N/Nc2ccnc3c2ccc(c3)Cl,mol7,OK,309.80000000000007,4.951040000000003,1,3,37.28
8,Cc1ccc(cc1)Nc2c3c(ncn2)CC[N@](CC3)S(=O)(=O)C,mol8,OK,332.42900000000003,1.88882,1,5,75.19
9,c1ccn2c(c1)nnc2c3cccc(c3)O,mol9,OK,211.22400000000002,2.1019,1,4,50.42
10,c1cc(oc1)C(=O)ON=C2C3CC4CC(C3)CC2C4,mol10,Filter18_oxime_ester > 0,259.305,3.2485000000000017,0,4,51.8
11,CC(C)(C#N)N=NC(=O)N,mol11,Filter5_azo > 0,140.146,0.81948,1,3,91.6
12,c1cc(c(c(c1)C(F)(F)F)Cl)[C@H]2CCN2,mol12,OK,235.63599999999997,3.393200000000001,1,1,12.03
13,c1c(nc(cn1)Cl)SC(F)(F)F,mol13,OK,214.59899999999996,2.7419000000000002,0,3,25.78
14,CCOc1cc(ccc1Cl)C(F)(F)F,mol14,OK,224.60899999999995,3.757500000000001,0,1,9.23
15,c1c(cc(cc1OC(F)(F)F)F)CBr,mol15,Filter6_benzyl_halide > 0,273.02299999999997,3.619200000000001,0,1,9.23
16,Cc1c(c(c([nH]1)C(=O)O)C(C)C)C(=O)C,mol16,OK,209.24499999999998,2.3473200000000007,2,2,70.16
17,Cc1ccncc1C(=O)C,mol17,OK,135.166,1.59262,0,2,29.96
18,c1cc(c(cc1Cl)[C@@H]2CCN2)Br,mol18,Filter9_metal > 0,246.53499999999997,3.1369000000000016,1,1,12.03
19,Cc1cc(cc(c1)Br)OC(F)(F)F,mol19,Filter9_metal > 0,255.03299999999996,3.6561200000000005,0,1,9.23
20,c1cc(ccc1O)OC(C(F)F)(F)F,mol20,OK,210.12599999999995,2.6289,1,2,29.46
21,Cc1cc(ccc1CC(=O)N2CC[C@H]3[C@H](C2)C[C@@H](O3)C)F,mol21,OK,291.366,2.7025200000000007,0,2,29.540000000000003
22,c1cc(c(cc1C(=O)CBr)Cl)F,mol22,Filter4_alpha_halo_carbonyl > 0,251.48199999999997,3.0567,0,1,17.07
23,Cn1cnnc1C[N@]2CC[C@@]3(C2)CCCN(C3=O)C4CCCCC4,mol23,OK,331.46400000000017,1.9622999999999993,0,5,54.260000000000005
24,CN1CCN(Cc2c1nccc2)C(=O)NC3CC3,mol24,OK,246.314,1.2053999999999998,1,3,48.47
25,Cn1cnnc1c2cc(cnc2)O,mol25,OK,176.179,0.5826999999999998,1,5,63.83
26,CN1CCC[C@]2(C1=O)CCN(C2)C(=O)CSC,mol26,OK,256.3709999999999,0.8203,0,3,40.620000000000005
27,c1cc(sc1)C/C(=N/O)/N,mol27,OK,156.20999999999998,1.037,2,3,58.61
28,c1ccc(cc1)OC(Cl)(Cl)Cl,mol28,OK,211.47499999999997,3.3931000000000004,0,1,9.23
29,c1c(c(cnc1Cl)C(=O)O)I,mol29,Filter9_metal > 0,283.452,2.0378,1,2,50.19
30,c1cc(c(cc1Br)[N@]2CCC[C@H]2C(=O)O)[N+](=O)[O-],mol30,Filter9_metal > 0,315.123,2.4107000000000003,1,4,83.68
31,c1ccc(c(c1)/C=N/c2ccc(c(c2)C(=O)O)O)Cl,mol31,OK,275.691,3.494400000000001,2,3,69.89
32,Cc1c(c(ccc1C(=O)OC)Br)C,mol32,Filter9_metal > 0,243.09999999999997,2.852540000000001,0,2,26.3
33,Cn1c2ccccc2nc1N/N=C\3/CCCOc4c3ccc(c4)Br,mol33,Filter9_metal > 0,385.265,4.324600000000003,1,5,51.44
34,Cn1ccc(n1)NC(=O)N2CCCC3(C2)CCCCCC3,mol34,OK,290.411,3.3884000000000025,1,3,50.160000000000004
35,c1c(cc(c(c1F)[C@@H]2CCN2)F)Br,mol35,Filter9_metal > 0,248.07,2.761700000000001,1,1,12.03
36,c1c(c(c(c(c1F)F)F)F)C(=O)C2CC2,mol36,OK,218.14899999999994,2.835700000000001,0,1,17.07
37,c1c(c(cc(c1Cl)Cl)OC(Cl)(Cl)Cl)[N+](=O)[O-],mol37,OK,325.362,4.608099999999999,0,3,52.370000000000005
38,c1cc(c(cc1OC(Cl)(Cl)Cl)C(F)(F)F)Cl,mol38,OK,313.91700000000003,5.065300000000001,0,1,9.23
39,c1ccc2c(c1)ccc(n2)/C=N/c3ccccc3Cl,mol39,OK,266.731,4.6388000000000025,0,2,25.25
40,Cn1c2cc(ccc2nc1N=Nc3ccc(cc3)OC)Br,mol40,Filter5_azo > 0,345.2,4.759800000000003,0,5,51.769999999999996
41,C[N@]1CCc2c(sc(n2)C(=O)c3nc4c(s3)C[N@](CC4)C)C1,mol41,OK,334.4700000000002,1.8064,0,7,49.330000000000005
42,c1cc(c(nc1)C#N)C(=O)O,mol42,OK,148.12099999999998,0.65148,1,3,73.98
43,C1C[C@]2(CCN(C2)C(=O)CN3CC(=O)NC3=O)C(=O)NC1,mol43,OK,294.31100000000004,-1.3330999999999977,2,4,98.82
44,Cc1c(c(n(n1)C)C)N=Nc2c3ccccc3cc(c2O)C(=O)O,mol44,Filter5_azo > 0,324.3400000000001,4.009340000000003,2,6,100.07000000000001
45,C[C@]1\2CC[C@H](C1(C)C)C/C2=N\OC(=O)c3cccc4c3cccc4,mol45,Filter18_oxime_ester > 0,321.4200000000001,5.198800000000005,0,3,38.66
46,c1ccc(cc1)CN2CC(=O)C3(C2=O)CC3,mol46,OK,215.25199999999995,1.3781,0,2,37.38
47,C[C@H]1C[C@H]2CN(CC[C@H]2O1)C(=O)CS(=O)(=O)C,mol47,OK,261.343,0.056900000000000395,0,4,63.68
48,c1c(c(cc(c1Br)F)O)C(=O)O,mol48,Filter9_metal > 0,235.00799999999998,1.992,2,2,57.53
49,c1ccc(cc1)CN2CCC[C@H](C2=O)O,mol49,OK,205.25699999999998,1.1699,1,2,40.540000000000006
50,c1cc2c(cc1OC(F)(F)F)nc(s2)S,mol50,Filter74_thiol > 0,251.254,3.4835999999999996,1,4,22.12
51,c1cc(c(cc1Br)OCCBr)Br,mol51,Filter1_2_halo_ether > 0,358.8549999999999,3.9853000000000014,0,1,9.23
52,c1ccc(c(c1)C(=O)C=O)F,mol52,Filter38_aldehyde > 0,152.12399999999997,1.2073,0,2,34.14
53,C[N@]1CCC[C@]12CCCN(C2)C(=O)Cc3cccs3,mol53,OK,278.421,2.3774000000000006,0,3,23.55
54,c1cc2cc[nH]c2c(c1)OC(F)(F)F,mol54,OK,201.14699999999993,3.0665000000000004,1,1,25.02
55,c1cc(ccc1CC(=O)N2CCOCC2)Br,mol55,Filter9_metal > 0,284.1529999999999,1.8504,0,2,29.540000000000003
56,CCOC(=O)c1ccc(c(c1F)F)F,mol56,OK,204.14699999999993,2.2806000000000006,0,2,26.3
57,CCc1c(c(n(n1)C)OC)CN,mol57,OK,169.22799999999998,0.4498000000000001,1,4,53.07
58,Cc1cc([nH]n1)Nc2ccccn2,mol58,OK,174.20700000000002,1.8567199999999997,2,3,53.6
59,c1cc(c(c(c1)F)F)C(=O)Nc2c(n3c(n2)SCC3)C#N,mol59,OK,306.2970000000001,2.39098,1,5,70.71000000000001
60,Cc1cc(=O)[nH]c(n1)N/N=C/c2ccccc2O,mol60,OK,244.25400000000002,1.22992,3,5,90.37
61,Cc1ccccc1c2nnc(n2/N=C/c3csc(n3)C)S,mol61,Filter74_thiol > 0,315.427,3.189340000000002,1,7,55.96
62,c1c(cc(c(c1[N+](=O)[O-])N)Cl)Br,mol62,Filter9_metal > 0,251.46699999999998,2.5929,1,3,69.16
63,Cc1ccc(cn1)C(=O)N2CCC3(CCC[N@]3S(=O)(=O)C)CC2,mol63,OK,337.4450000000001,1.4202199999999998,0,4,70.58000000000001
64,c1ccc2c(c1)CC(=NOC(=O)c3cccs3)C2,mol64,Filter18_oxime_ester > 0,257.314,3.059700000000002,0,4,38.66
65,c1ccc2c(c1)C3=NCC(=O)N3S2(=O)=O,mol65,OK,222.225,-0.022299999999999986,0,4,66.81
66,c1cc(c(c(c1)[N+](=O)[O-])C#N)C(=O)O,mol66,OK,192.12999999999997,1.16468,1,4,104.23
67,Cc1ccc(c(n1)C(=O)OC)O,mol67,OK,167.16400000000002,0.8822199999999996,1,4,59.42
68,c1c(c(c(c(n1)C(=O)O)Br)Cl)Br,mol68,Filter9_metal > 0,315.34799999999996,2.9581999999999997,1,2,50.19
69,Cc1ccc(c(c1)C)/C=C(/C#N)\c2[nH]c3ccccc3n2,mol69,OK,273.33900000000006,4.243920000000003,1,2,52.47
70,CCOc1cc2c(cc1Br)CCC(=O)N2,mol70,Filter9_metal > 0,270.1259999999999,2.732500000000001,1,2,38.33
71,Cc1nnc(n1N)N/N=C/c2cccs2,mol71,OK,222.27700000000004,0.8078199999999998,2,7,81.12
72,c1ccc2c(c1)C(=O)N/C(=C(\C#N)/C(=O)CN3CCCC3)/N2,mol72,OK,296.33,1.2419799999999999,2,5,85.23
73,CCOc1cccc(c1I)Br,mol73,Filter9_metal > 0,326.95899999999995,3.4524000000000017,0,1,9.23
74,c1c(c(cc(c1Br)F)[N+](=O)[O-])C=O,mol74,Filter9_metal > 0,248.00699999999998,2.3089000000000004,0,3,60.21
75,CCOC(=O)c1cccc2c1OCO2,mol75,OK,194.18599999999995,1.592,0,4,44.760000000000005
76,c1cnc(nc1)N2C[C@@H]([C@@H]3CCO[C@H]3C2)C(=O)N4CCCC4,mol76,OK,302.3780000000001,0.9402999999999997,0,5,58.56
77,c1cc(cnc1)/C=N/Nc2ccc(cc2)Cl,mol77,OK,231.686,3.181000000000001,1,3,37.28
78,CN1CCC[C@]2(C1=O)CCN(C2)C(=O)Cc3c(ccc(c3F)Cl)F,mol78,OK,356.8,2.6316000000000006,0,2,40.620000000000005
79,c1cc(ccc1/C(=N\O)/N)Br,mol79,Filter9_metal > 0,215.04999999999995,1.5436,2,2,58.61
80,COc1ccnc(c1)C2(CC2)C#N,mol80,OK,174.20299999999997,1.6453799999999998,0,3,45.91
81,c1cc(c(cc1OC(F)(F)Cl)[N+](=O)[O-])F,mol81,OK,241.55199999999996,2.9018000000000006,0,3,52.370000000000005
82,Cc1cc(nc(n1)N/N=C/c2ccc(c(c2O)O)O)C,mol82,OK,274.28000000000003,1.6562400000000002,4,7,110.86000000000001
83,c1ccc(c(c1)[C@@H]2CCN2)C(F)(F)F,mol83,OK,201.19099999999995,2.7398000000000007,1,1,12.03
84,Cc1ccc(cc1)N=Nc2cnc(nc2c3ccc(cc3)Cl)N,mol84,Filter5_azo > 0,323.78700000000003,5.1030200000000026,1,5,76.52
85,CC(=O)Sc1cc(c(c(c1)F)F)F,mol85,Filter29_thioester > 0,206.18799999999996,2.7425000000000006,0,2,17.07
86,C[C@@H]1C[N@@](C[C@]1(C)O)c2c(nccn2)N(C)C,mol86,OK,236.319,0.7496999999999998,1,5,52.49
87,Cn1c(cc(=O)n(c1=O)C)N/N=C/c2ccc3c(c2)OCO3,mol87,Filter82_pyridinium > 0,302.2900000000001,0.25869999999999954,1,8,86.85000000000001
88,c1ccc2c(c1)nc(c(n2)Cl)N/N=C/c3ccc(cc3)O,mol88,OK,298.733,3.4348000000000014,2,5,70.4
89,CCOC(=O)c1c(cc(cn1)C)C,mol89,OK,179.219,1.87514,0,3,39.19
90,c1cc(c(cc1Cl)OC(F)(F)Cl)[N+](=O)[O-],mol90,OK,258.007,3.4161,0,3,52.370000000000005
91,CC[C@H]1COC(=O)N1c2cccc(c2)C(=O)C,mol91,OK,233.267,2.6244000000000014,0,3,46.61
92,c1cc(oc1[C@@H]2CCN2)Cl,mol92,OK,157.6,1.9673999999999998,1,2,25.17
93,CCOc1cc(ncc1Br)Cl,mol93,Filter9_metal > 0,236.49599999999998,2.896200000000001,0,2,22.12
94,c1c(c(cc(c1N)Cl)F)C(=O)O,mol94,OK,189.573,1.7595,2,2,63.32000000000001
95,c1c[n+](c(n1O)C(=O)N)[O-],mol95,OK,143.102,-1.5422999999999991,2,4,95.19
96,C[C@@H](c1cc(ccc1[N+](=O)[O-])F)N,mol96,OK,184.16999999999996,1.7536,1,3,69.16
97,c1cc(ccc1/C=N/N=C/2\N=C(CS2)O)F,mol97,OK,237.259,2.2188999999999997,1,3,57.31
98,Cc1cc(ccc1Cl)N=C=O,mol98,Filter8_thio_isocyanat_diimin > 0,167.59499999999997,2.6157200000000014,0,2,29.43
99,Cc1csc(n1)NC(=O)C2c3ccccc3-c4c2cccc4,mol99,OK,306.39000000000004,4.2025200000000025,1,3,41.99
100,c1cc(c(cc1OC(F)(F)F)Cl)CCl,mol100,Filter6_benzyl_halide > 0,245.02699999999996,3.977400000000001,0,1,9.23
101,COC(=O)c1cc(ncc1[N+](=O)[O-])Br,mol101,Filter9_metal > 0,261.03099999999995,1.5389,0,5,82.33
102,c1cc(c(c(c1F)[N+](=O)[O-])F)Cl,mol102,OK,193.53599999999997,2.5264000000000006,0,2,43.14
103,COC(=O)c1cc(cc2c1OCO2)Br,mol103,Filter9_metal > 0,259.05499999999995,1.9644000000000001,0,4,44.760000000000005
104,Cc1c2ccccc2c(=O)n(n1)CC(=O)N3CCc4c(sc(n4)N)C3,mol104,Filter82_pyridinium > 0,355.42300000000006,1.32852,1,7,94.11
105,c1ccc2c(c1)C(=O)N(C2=O)CC(=O)N3CCNCC3,mol105,OK,273.29200000000003,-0.28559999999999985,1,4,69.72
106,c1c(nc(s1)CN)Br,mol106,Filter9_metal > 0,193.06900000000002,1.3643,1,3,38.91
107,CS(=O)(=O)[N@]1CC[C@]2(C1)CCC[N@@](C2)Cc3ccccn3,mol107,OK,309.43499999999995,1.3290999999999993,0,4,53.510000000000005
108,Cc1cc(nc(n1)N/N=C/c2ccc(o2)I)C,mol108,Filter9_metal > 0,342.14000000000004,2.7370400000000012,1,5,63.31
109,c1ccc2c(c1)CCCN2S(=O)(=O)c3ccccc3C#N,mol109,OK,298.367,2.6997800000000014,0,3,61.17
110,c1cc2cccnc2c(c1)NC(=O)N3CCCC4(C3)OCCO4,mol110,OK,313.357,2.605600000000001,1,4,63.69000000000001
111,COC(=O)[C@H]1CC(CN1)(F)F,mol111,OK,165.13899999999998,0.15659999999999968,1,3,38.33
112,c1cc(c(nc1)Oc2ccc3c(c2)OCO3)[N+](=O)[O-],mol112,Filter58_polyphenol2 > 0,260.205,2.5108000000000006,0,6,83.72
113,Cc1ccc(c2c1c(cc(n2)CN3CC(C3)N4CCCCC4)O)C,mol113,OK,325.4560000000001,3.2273400000000017,1,4,39.60000000000001
114,c1cc(c(c(c1F)[N+](=O)[O-])O)Br,mol114,Filter9_metal > 0,235.99599999999998,2.2020000000000004,1,3,63.370000000000005
115,CC(C)(C#N)N=NC(C)(C)C(=O)N,mol115,Filter5_azo > 0,182.227,1.00468,1,4,91.6
116,Cc1ccc(cc1C)C(=O)/C(=C/N(C)C)/C#N,mol116,Filter85_keto_acrylonitrile > 0,228.295,2.4552200000000006,0,3,44.1
117,Cc1cc(c(nc1Cl)N)[N+](=O)[O-],mol117,Filter94_2_halo_pyridine > 0,187.58599999999998,1.5338199999999995,1,4,82.05
118,c1cc(c(cc1F)[C@@H]2CCN2)Cl,mol118,OK,185.629,2.5135000000000005,1,1,12.03
119,Cc1ccc(cc1Cl)N/N=C/c2ccc(c(c2)F)F,mol119,OK,280.70500000000004,4.372620000000001,1,2,24.39
120,c1cc(c(cc1F)OC(F)(F)Cl)[N+](=O)[O-],mol120,OK,241.55199999999996,2.9018000000000006,0,3,52.370000000000005
121,c1c(cc(cc1OC(Cl)(Cl)Cl)Br)C(F)(F)F,mol121,Filter9_metal > 0,358.368,5.174400000000001,0,1,9.23
122,c1c(c(sc1Cl)Cl)S(=O)(=O)Nc2nncs2,mol122,OK,316.216,2.7071999999999994,1,6,71.95
123,C1CC1(C(=O)O)F,mol123,OK,104.07999999999998,0.5730999999999999,1,1,37.3
124,Cc1cc(c(cn1)Br)C(=O)O,mol124,Filter9_metal > 0,216.034,1.85072,1,2,50.19
125,C[N@](Cc1ccccc1)c2c3ccccc3nc(n2)Cl,mol125,OK,283.76199999999994,3.9196000000000026,0,3,29.020000000000003
126,c1cc(c(c(c1[N+](=O)[O-])Br)F)Br,mol126,Filter9_metal > 0,298.893,3.2589000000000006,0,2,43.14
127,c1cc(cc(c1)F)OC(Cl)(Cl)Cl,mol127,OK,229.46499999999997,3.5322000000000005,0,1,9.23
128,c1cc(c(cc1F)Cl)C/C(=N/O)/N,mol128,OK,202.61599999999999,1.7679999999999998,2,2,58.61
129,Cc1ccc(cc1)N=Nc2c([nH]nc2N)N,mol129,Filter5_azo > 0,216.24800000000002,2.2979199999999995,3,5,105.44
130,c1cc(c(c(c1)C(=O)O)F)C#N,mol130,OK,165.12299999999996,1.3955800000000003,1,2,61.089999999999996
131,Cc1cc(=O)[nH]c(n1)N/N=C/c2ccccc2F,mol131,OK,246.245,1.66342,2,4,70.14
132,c1ccc2c(c1)c(cs2)[C@H]3CCN3,mol132,OK,189.28299999999996,2.9357000000000006,1,2,12.03
133,C1CC1CC(=O)N2CC[C@@]3(C2)CCOC3,mol133,OK,209.28899999999996,1.4255,0,2,29.540000000000003
134,Cc1c(c(n(n1)c2ccc(cc2)F)Cl)/C=N/c3cccc(c3)C#N,mol134,OK,338.7730000000001,4.595500000000003,0,4,53.97
135,CC(C)N1CCC[C@@]2(C1=O)CC[N@](C2)S(=O)(=O)N3CCN(CC3)C,mol135,OK,358.5080000000002,0.20150000000000334,0,4,64.17
136,COCC(=O)N1CC[C@H]2CC[C@@H](C1)N2,mol136,OK,198.266,-0.014299999999999258,1,3,41.57
137,c1c(c(cc2c1OCO2)Cl)[C@H]3CCN3,mol137,OK,211.648,2.1031,1,3,30.490000000000002
138,c1cc(c(c(c1)F)[C@H]2CCN2)C(F)(F)F,mol138,OK,219.18099999999995,2.8789000000000007,1,1,12.03
139,CO[C@H]1CC[C@@H]2[C@H]1OCCN2C(=O)c3ccc(c(c3)Cl)F,mol139,OK,313.7559999999999,2.4975000000000005,0,3,38.77
140,c1cc(c(nc1)O)c2nc(no2)c3ccsc3,mol140,OK,245.263,2.5657000000000005,1,6,72.04
141,C[C@@H]1CN(CC[C@]1(C)O)C(=O)Cc2cc(cc(c2)Cl)F,mol141,OK,299.77299999999997,2.641000000000001,1,2,40.54
142,Cc1cc(ccc1[C@H]2CCN2)Cl,mol142,OK,181.666,2.6828200000000004,1,1,12.03
143,Cn1cccc1[C@@H](CF)N,mol143,Filter26_alkyl_halide > 0,142.177,0.9944,1,2,30.95
144,Cc1nc([nH]n1)CN,mol144,OK,112.13600000000001,-0.42817999999999995,2,3,67.59
145,CC1(CC2(CCNCC2)CO1)C,mol145,OK,169.268,1.5551000000000001,1,2,21.259999999999998
146,c1nnc2n1nc(s2)NC(=O)C34C[C@H]5C[C@@H](C3)CC(C5)(C4)O,mol146,OK,319.3900000000001,1.4555999999999998,2,7,92.41000000000001
147,CCc1ccc(s1)S(=O)(=O)N2CC(=O)N(c3c2cccc3)C,mol147,OK,336.43800000000005,2.4822000000000006,0,4,57.690000000000005
148,c1ccc2c(c1)CCCN2C(=O)Cc3c(c(c(c(c3F)F)F)F)F,mol148,OK,341.2789999999999,3.9040000000000026,0,1,20.310000000000002
149,Cc1ccc(c(c1[N+](=O)[O-])F)C,mol149,OK,169.155,2.35074,0,2,43.14
150,c1cnc(nc1/C=N/O)N,mol150,OK,138.12999999999997,-0.1331000000000001,2,5,84.39
151,C1C[C@H]2CC(C[C@@H]1C2=NO)C(=O)O,mol151,OK,183.207,1.3374,2,3,69.89
152,CCOc1ccc(cc1F)SC,mol152,OK,186.25099999999998,2.9463000000000017,0,2,9.23
153,c1cc(cc(c1)O)CC(=O)N2CCC3(CC2)OCCO3,mol153,OK,277.31999999999994,1.3001999999999998,1,4,59.0
154,CN(C)c1ccc(cc1)N=Nc2ccc(cc2Cl)N,mol154,Filter5_azo > 0,274.755,4.403600000000003,1,4,53.980000000000004
155,Cc1nnc2n1cc(cc2)C(=O)N3CC(Sc4c3cccc4)(C)C,mol155,OK,338.43600000000004,3.5688200000000023,0,5,50.50000000000001
156,Cc1ccc(nn1)c2nc(on2)c3cccc(c3O)OC,mol156,OK,284.2750000000001,2.21622,1,7,94.16000000000001
157,CN1C[C@@]2(CC1=O)CNCCN(C2)C(=O)Nc3ccccc3,mol157,OK,302.378,0.9722000000000002,2,3,64.68
158,c1cc(ccc1N=Nc2ccc(cc2F)O)S(=O)(=O)O,mol158,Filter5_azo > 0,296.27900000000005,3.193400000000002,2,5,99.32000000000001
159,c1cc(c(cc1I)C(=O)O)C#N,mol159,Filter9_metal > 0,273.029,1.8610800000000003,1,2,61.089999999999996
160,c1cc(c(c(c1)Cl)F)OCCC#N,mol160,OK,199.61199999999994,2.771580000000001,0,2,33.019999999999996
161,Cc1cc(nc(c1[N+](=O)[O-])Br)Br,mol161,Filter9_metal > 0,295.918,2.823220000000001,0,3,56.03
162,c1c(cc(c(c1F)Cl)F)OC(F)(F)F,mol162,OK,232.53499999999997,3.5168,0,1,9.23
163,COC(=O)c1cc(c(cc1F)Br)F,mol163,Filter9_metal > 0,251.02599999999995,2.5139000000000005,0,2,26.3
164,CCc1cccc(c1)Nc2c3ccc(cc3ncn2)Cl,mol164,OK,283.762,4.589200000000003,1,3,37.81
165,c1ccc2c(c1)cnnc2N/N=C/c3ccc(c(c3)F)F,mol165,OK,284.269,3.354000000000001,1,4,50.17
166,c1ccc2c(c1)c(c(s2)/C=N/c3cc(ccc3Cl)C(F)(F)F)O,mol166,OK,355.768,6.029700000000004,1,3,32.59
167,c1ccc2c(c1)c(ccn2)[C@@H]3CCN3,mol167,OK,184.24199999999996,2.2691999999999997,1,2,24.92
168,c1cc(ccc1/C(=N\O)/N)Br,mol168,Filter9_metal > 0,215.04999999999995,1.5436,2,2,58.61
169,c1c(ncc(c1Cl)Br)C=O,mol169,Filter9_metal > 0,220.453,2.3100000000000005,0,2,29.96
170,Cc1c(cc(cc1Cl)F)[N+](=O)[O-],mol170,OK,189.57299999999998,2.6957200000000014,0,2,43.14
171,COc1ccc(cc1OC)[C@@H]2CCN2,mol171,OK,193.24599999999998,1.7382,1,3,30.490000000000002
172,Cc1cnc(nc1)C(=O)OC,mol172,OK,152.153,0.5716199999999999,0,4,52.08
173,c1cc(cc(c1)O)NC(=O)/C=C\2/C(=NC(=O)S2)O,mol173,OK,264.26199999999994,2.0378999999999996,3,4,98.99
174,Cc1cc(n(c(=O)n1)CC(=O)N2CC[C@]([C@@H](C2)C)(C)O)C,mol174,Filter82_pyridinium > 0,293.367,0.47954000000000013,1,5,75.43
175,COC(=O)c1cc(ccc1F)C#N,mol175,OK,179.14999999999998,1.48398,0,3,50.09
176,c1cc(ccc1CC(=O)N2C[C@H]3CCN[C@H]3C2)F,mol176,OK,248.30099999999993,1.1885,1,2,32.34
177,Cc1ccc(nc1)NC(=O)c2cccc(c2)I,mol177,Filter9_metal > 0,338.148,3.246920000000002,1,2,41.99
178,CC(=O)/C=N/NC(C)(C)C,mol178,Filter39_imine > 0,142.202,0.9493,1,3,41.46
179,c1ccc(c(c1)/C=N/Nc2nc3ccccc3s2)Br,mol179,Filter9_metal > 0,332.226,4.504800000000001,1,4,37.28
180,Cc1cccc(c1)C(=O)Nc2cc(cc(c2)F)C,mol180,OK,243.28099999999998,3.694840000000002,1,1,29.1
181,CC(C)(C)NC(=O)N1CCOc2c1cccc2,mol181,OK,234.29899999999998,2.3935000000000004,1,2,41.57000000000001
182,c1ccc2c(c1)CCCN2C(=O)CN3C(=O)Cc4ccccc4C3=O,mol182,OK,334.375,2.1909,0,3,57.690000000000005
183,COC(=O)c1nc(sn1)N,mol183,OK,159.17000000000002,-0.09309999999999985,1,6,78.1
184,Cc1ccsc1C(=O)N2CC[C@@H]3[C@](C2)(CCO3)c4nnc(o4)C,mol184,OK,333.413,2.32074,0,6,68.46000000000001
185,Cc1cccc(c1O)/C=N/c2c(c3c(s2)CCC3)C#N,mol185,OK,282.368,3.8731000000000027,1,4,56.38
186,Cc1ccc(cc1Cl)N=Nc2ccc(c(c2)C=O)O,mol186,Filter5_azo > 0,274.70700000000005,4.581920000000003,1,4,62.019999999999996
187,c1ccc(cc1)c2c(cc(nn2)Cl)C(=O)O,mol187,OK,234.64199999999997,2.4951999999999996,1,3,63.08
188,Cc1c2ccccc2c(=O)n(n1)CC(=O)N3CCCn4cncc4C3,mol188,Filter82_pyridinium > 0,337.38300000000004,1.3339199999999998,0,6,73.02000000000001
189,C[N@]1CCN(C[C@]12CCC(=O)NCC2)C(=O)CN3C(=O)CNC3=O,mol189,OK,337.38000000000005,-1.6488999999999954,2,5,102.06
190,c1ccc2c(c1)[nH]c(n2)C[N@@]3CCC=CC3,mol190,OK,213.28399999999996,2.3247999999999998,1,2,31.92
191,COC(=O)c1cccc2c1n[nH]c2,mol191,OK,176.175,1.3494999999999997,1,3,54.98
192,Cc1c(c(nc(n1)Cl)Cl)C=O,mol192,Filter38_aldehyde > 0,191.01700000000002,1.90432,0,3,42.85
193,Cc1c(nc(nn1)O)N/N=C/c2cc(ccc2O)Br,mol193,Filter9_metal > 0,324.13800000000003,1.7997199999999993,3,7,103.52000000000001
194,Cc1c(sc(n1)[C@@H]2C[C@@H]3CCN(C[C@@H]3O2)C(=O)C4=CCCCC4)C,mol194,OK,346.49600000000015,3.9388400000000034,0,4,42.43000000000001
195,Cc1ccc2c(cc(nc2c1)Sc3ccc(c(c3)C)C)C,mol195,OK,293.43500000000006,5.619680000000004,0,2,12.89
196,c1cc(cc(c1)C(F)(F)F)C(=O)N2CCSc3c2cc(cc3)Cl,mol196,OK,357.784,5.111300000000003,0,2,20.310000000000002
197,c1cnnc(c1C(=O)O)O,mol197,OK,140.09799999999998,-0.1196000000000001,2,4,83.31
198,c1ccnc(c1)/C=N/c2ccc(cc2F)Br,mol198,Filter9_metal > 0,279.11199999999997,3.7338000000000013,0,2,25.25
199,C1CC2(CCN(CC2)C(=O)CC3CC3)NC1,mol199,OK,222.33199999999997,1.5311000000000001,1,2,32.34
200,C1C=C[C@H]2C[C@@H]1C(=O)O2,mol200,OK,124.13899999999998,0.878,0,2,26.3
201,CSc1nc2ccc(cc2s1)/N=C/c3ccccc3Br,mol201,Filter9_metal > 0,363.305,5.5313000000000025,0,4,25.25
202,c1cc(ncc1Cl)C2(CC2)C#N,mol202,OK,178.62199999999996,2.2901800000000003,0,2,36.68
203,Cc1c(c2ccccc2n1C)/C=N/N=c3[nH]c4ccccc4[nH]3,mol203,OK,303.36899999999997,3.230920000000001,2,3,61.23
204,c1ccc(c(c1)/C=N/Nc2ccc(cc2)Br)F,mol204,Filter9_metal > 0,293.13899999999995,4.034200000000001,1,2,24.39
205,Cc1cccc(c1)/C=N/Nc2nc(c(nn2)C)O,mol205,OK,243.27,1.6400399999999997,2,6,83.29
206,c1cc(c(nc1)Cl)c2[nH]nnn2,mol206,Filter94_2_halo_pyridine > 0,181.586,0.9150999999999996,1,4,67.35
